Words,ans,Words_ipn,ans_ipn,Words_t1,ans_t1,Words_t2,ans_t2,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,thisRow.t,notes,Instruction01.started,Instruction_01.started,Instruction1.started,Instruction01.stopped,Instruction1.keys,Instruction1.rt,Instruction1.duration,Instruction02.started,Instruction_02.started,Instruction2.started,Instruction02.stopped,Instruction2.keys,Instruction2.rt,Instruction2.duration,Fix.started,fix.started,Fix.stopped,Practice_iso.started,text.started,key_resp_iso.started,Practice_iso.stopped,key_resp_iso.keys,key_resp_iso.corr,key_resp_iso.rt,key_resp_iso.duration,Feedback_iso_Practice.started,fb.started,Feedback_iso_Practice.stopped,fix.stopped,fb.stopped,Instruction03.started,Instruction_03.started,key_resp_3.started,Instruction03.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Practic_ipn.started,text_2.started,key_resp_ipn.started,Practic_ipn.stopped,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,key_resp_ipn.duration,Feedback_ipn_Practice.started,fb_3.started,fb_3.stopped,Feedback_ipn_Practice.stopped,Instruction04.started,Instruction_04.started,key_resp_4.started,Instruction04.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Practice_t1.started,text_3.started,key_resp_t1.started,Practice_t1.stopped,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,key_resp_t1.duration,Feedback_t1.started,fb_2.started,Feedback_t1.stopped,fb_2.stopped,text_3.stopped,key_resp_t1.stopped,Instruction05.started,Instruction_05.started,key_resp_5.started,Instruction05.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Instruction06.started,Instruction_06.started,key_resp_6.started,Instruction06.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Practice_iso_reverse.started,text_4.started,key_resp_iso_reverse.started,Practice_iso_reverse.stopped,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,key_resp_iso_reverse.duration,Feedback_iso_reverse.started,fb_4.started,fb_4.stopped,Feedback_iso_reverse.stopped,Instruction07.started,Instruction_07.started,key_resp_7.started,Instruction07.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Practice_t2_reverse.started,text_5.started,key_resp_t2_reverse.started,Practice_t2_reverse.stopped,key_resp_t2_reverse.keys,key_resp_t2_reverse.corr,key_resp_t2_reverse.rt,key_resp_t2_reverse.duration,Feedback_t2_reverse.started,fb_7.started,fb_7.stopped,Feedback_t2_reverse.stopped,text_5.stopped,key_resp_t2_reverse.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,暴躁,i,,,,,,,,,0,21,21,34,,,,,,,,,,,,,,,,,65.79307639994659,,,,,,,,,,,,,,,,65.79073369991966,65.79307639994659,66.287914799992,,,,,,,,,,,,66.309429399902,,,,,,,,,66.28793399990536,66.309429399902,66.309429399902,66.88922869996168,i,1,0.5709772000554949,None,66.88950639986433,66.89474799996242,67.89074949990027,67.88803580007516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,猖狂,i,,,,,,,,,0,22,22,35,,,,,,,,,,,,,,,,,67.89074949990027,,,,,,,,,,,,,,,,67.88828569999896,67.89074949990027,68.3739201000426,,,,,,,,,,,,68.38990160007961,,,,,,,,,68.3739364000503,68.38990160007961,68.38990160007961,69.02794159995392,i,1,0.6361849000677466,None,69.0282497999724,69.03192749992013,70.0240287000779,70.02136650006287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,自卑,i,,,,,,,,,0,23,23,26,,,,,,,,,,,,,,,,,70.0240287000779,,,,,,,,,,,,,,,,70.02173690008931,70.0240287000779,70.50726099987514,,,,,,,,,,,,70.52286399994045,,,,,,,,,70.50727840000764,70.52555959997699,70.52555959997699,70.99823480006307,i,1,0.4710781001485884,None,70.9985901999753,71.00346660008654,71.99437940004282,71.99046560004354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,野蛮,i,,,,,,,,,0,24,24,36,,,,,,,,,,,,,,,,,71.99437940004282,,,,,,,,,,,,,,,,71.99072190001607,71.99437940004282,72.49458659999073,,,,,,,,,,,,72.51726099988446,,,,,,,,,72.49464439996518,72.51726099988446,72.51726099988446,73.19459789991379,e,0,0.6754106001462787,None,73.19484849995933,73.20265159988776,74.19361399998888,74.19035639986396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,勤奋,e,,,,,,,,,0,25,25,8,,,,,,,,,,,,,,,,,74.19361399998888,,,,,,,,,,,,,,,,74.19061649986543,74.19361399998888,74.67841079994105,,,,,,,,,,,,74.69542120001279,,,,,,,,,74.67842969996855,74.69542120001279,74.69542120001279,75.13176829996519,i,0,0.4318113001063466,None,75.13217439991422,75.13542099995539,76.12714729993604,76.12381489994004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,下贱,i,,,,,,,,,0,26,26,39,,,,,,,,,,,,,,,,,76.12714729993604,,,,,,,,,,,,,,,,76.12405440001749,76.12714729993604,76.62137719988823,,,,,,,,,,,,76.64267969992943,,,,,,,,,76.62139629991725,76.64267969992943,76.64267969992943,76.95679489988834,i,1,0.3098607000429183,None,76.95710220001638,76.96147700003348,,77.96114389994182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,热情,e,,,,,,,,,0,27,27,17,,,,,,,,,,,,,,,,,77.96419189986773,,,,,,,,,,,,,,,,77.96146379993297,77.96419189986773,78.45734960003756,,,,,,,,,,,,78.47910590004176,,,,,,,,,78.45736310002394,78.47910590004176,78.47910590004176,78.92418559989892,e,1,0.43630389985628426,None,78.92444949992932,78.92868310003541,,79.92547479993664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,散漫,i,,,,,,,,,0,28,28,31,,,,,,,,,,,,,,,,,79.92887629987672,,,,,,,,,,,,,,,,79.92572780000046,79.92887629987672,80.4219191998709,,,,,,,,,,,,80.44344300008379,,,,,,,,,80.42193689988926,80.44344300008379,80.44344300008379,80.76535860006697,i,1,0.32004080014303327,None,80.76560500008054,80.7691675000824,81.7571392999962,81.75444779987447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,崇高,e,,,,,,,,,0,29,29,1,,,,,,,,,,,,,,,,,81.7571392999962,,,,,,,,,,,,,,,,81.7547051999718,81.7571392999962,82.24053879990242,,,,,,,,,,,,82.2574710000772,,,,,,,,,82.24055099999532,82.25991549994797,82.25991549994797,82.72384570003487,e,1,0.4530272998381406,None,82.72411000006832,82.72715589986183,83.72604830004275,83.72372590005398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,刻薄,i,,,,,,,,,0,30,30,23,,,,,,,,,,,,,,,,,83.72604830004275,,,,,,,,,,,,,,,,83.72396990004927,83.72604830004275,84.22140929987654,,,,,,,,,,,,84.2435091000516,,,,,,,,,84.22142399987206,84.2435091000516,84.2435091000516,84.84039580007084,i,1,0.5824472999665886,None,84.84068030002527,84.84417619998567,85.83205040008761,85.82906750007533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,朴实,e,,,,,,,,,0,31,31,14,,,,,,,,,,,,,,,,,85.83205040008761,,,,,,,,,,,,,,,,85.82935889996588,85.83205040008761,86.32303029997274,,,,,,,,,,,,86.34436380001716,,,,,,,,,86.32304759998806,86.34436380001716,86.34436380001716,87.10749299987219,e,1,0.7581146999727935,None,87.10773779987358,87.1228716999758,,88.12277289992198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,轻率,i,,,,,,,,,0,32,32,38,,,,,,,,,,,,,,,,,88.12643760000356,,,,,,,,,,,,,,,,88.12301099998876,88.12643760000356,88.62215239997022,,,,,,,,,,,,,,,,,,,,,88.62216640007682,88.6427462999709,88.6427462999709,88.96994159999304,i,1,0.3213177998550236,None,88.97020970005542,88.97348739998415,89.96206930000335,89.95952829997987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,杰出,e,,,,,,,,,0,33,33,3,,,,,,,,,,,,,,,,,89.96206930000335,,,,,,,,,,,,,,,,89.95973909995519,89.96206930000335,90.4582008998841,,,,,,,,,,,,90.48024689988233,,,,,,,,,90.4582153998781,90.48024689988233,90.48024689988233,91.05739460000768,e,1,0.5567747999448329,None,91.05770989996381,91.06101990002207,92.0607161000371,92.05743849999271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,诚实,e,,,,,,,,,0,34,34,5,,,,,,,,,,,,,,,,,92.0607161000371,,,,,,,,,,,,,,,,92.05781319993548,92.0607161000371,92.55575979989953,,,,,,,,,,,,92.5595015999861,,,,,,,,,92.55577809992246,92.5595015999861,92.5595015999861,92.9594765000511,e,1,0.3976422999985516,None,92.95972359995358,92.96511700004339,93.958783299895,93.95627569989301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,正直,e,,,,,,,,,0,35,35,6,,,,,,,,,,,,,,,,,93.958783299895,,,,,,,,,,,,,,,,93.9565077999141,93.958783299895,94.45726289995946,,,,,,,,,,,,94.47735649999231,,,,,,,,,94.45727930008434,94.47735649999231,94.47735649999231,94.85757109988481,i,0,0.37439980008639395,None,94.85785740008578,94.86185059999116,95.85982230002992,95.8570391999092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,无私,e,,,,,,,,,0,36,36,12,,,,,,,,,,,,,,,,,95.85982230002992,,,,,,,,,,,,,,,,95.85729339998215,95.85982230002992,96.3443431998603,,,,,,,,,,,,96.35252070007846,,,,,,,,,96.34436669992283,96.35252070007846,96.35252070007846,96.6241814000532,e,1,0.2656215999741107,None,96.62445560004562,96.63005969999358,97.62524299998768,97.62245499994606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,公正,e,,,,,,,,,0,37,37,13,,,,,,,,,,,,,,,,,97.62524299998768,,,,,,,,,,,,,,,,97.6227241999004,97.62524299998768,98.12427380005829,,,,,,,,,,,,98.1428348000627,,,,,,,,,98.12428879993968,98.1428348000627,98.1428348000627,98.53457650006749,e,1,0.39012720016762614,None,98.53483169991523,98.53989319992252,99.52800319995731,99.52516949991696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,稳重,e,,,,,,,,,0,38,38,11,,,,,,,,,,,,,,,,,99.52800319995731,,,,,,,,,,,,,,,,99.5254345999565,99.52800319995731,100.02144380006939,,,,,,,,,,,,100.04169099987485,,,,,,,,,100.02145870006643,100.04169099987485,100.04169099987485,100.42178440000862,i,0,0.37091480009257793,None,100.42204759991728,100.42959719989449,,101.42619540006854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,细腻,e,,,,,,,,,0,39,39,15,,,,,,,,,,,,,,,,,101.42907049995847,,,,,,,,,,,,,,,,101.42644679988734,101.42907049995847,101.92298140004277,,,,,,,,,,,,,,,,,,,,,101.92299579991959,101.94634309993125,101.94634309993125,102.37412269995548,e,1,0.42497529997490346,None,102.37436069990508,102.38927399995737,103.37554150004871,103.37285899999551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3729184998665,103.37554150004871,103.37554150004871,104.42158319987357,space,1.0422305001411587,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我们,e,,,,,,,,,,,0,0,0,62,,,,,,,,,,,,,104.44120880006813,,,,,,,,,,,,,,,,104.43580930004828,104.44120880006813,104.92444149986841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.92445500008762,104.92811189987697,104.92811189987697,105.33828760008328,e,1,0.4058413999155164,None,105.33873589988798,105.35389330005273,106.35306459991261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他们,i,,,,,,,,,,,0,1,1,76,,,,,,,,,,,,,106.35645659989677,,,,,,,,,,,,,,,,106.35333200008608,106.35645659989677,106.84022870007902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.84024109994061,106.85695350007154,106.85695350007154,107.43199379998259,i,1,0.5731156000401825,None,107.43224340002052,107.43612319999374,108.42133600008674,108.42468270007521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,自己,e,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,108.42468270007521,,,,,,,,,,,,,,,,108.42162610008381,108.42468270007521,108.92340980004519,,,,,,,,,,,,108.9269226999022,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.92342659994029,108.9269226999022,108.9269226999022,109.47192179993726,e,1,0.5428383001126349,None,109.47217279998586,109.48758030007593,110.47236300003715,110.48807459999807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,自卑,i,,,,,,,,,,,0,3,3,36,,,,,,,,,,,,,110.48807459999807,,,,,,,,,,,,,,,,110.47259770007804,110.48807459999807,110.9735719000455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.97358340001665,110.98954500001855,110.98954500001855,111.76025520008989,i,1,0.7667874000035226,None,111.76052429992706,111.76298870006576,112.75692479987629,112.75950059993193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他的,i,,,,,,,,,,,0,4,4,57,,,,,,,,,,,,,112.75950059993193,,,,,,,,,,,,,,,,112.75716420006938,112.75950059993193,113.25829720008187,,,,,,,,,,,,113.26217289990745,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.25831230008043,113.26217289990745,113.26217289990745,113.72881180001423,e,0,0.46470450004562736,None,113.72905800002627,113.73425289988518,114.72488559992053,114.727246100083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他,i,,,,,,,,,,,0,5,5,65,,,,,,,,,,,,,114.727246100083,,,,,,,,,,,,,,,,114.7251333000604,114.727246100083,115.22169000003487,,,,,,,,,,,,115.22596159996465,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.22171110007912,115.22596159996465,115.22596159996465,115.79072379996069,i,1,0.5617533000186086,None,115.79100339999422,115.79766259994358,116.79065169999376,116.79403980006464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,稳重,e,,,,,,,,,,,0,6,6,21,,,,,,,,,,,,,116.79403980006464,,,,,,,,,,,,,,,,116.79088760004379,116.79403980006464,117.2882528998889,,,,,,,,,,,,117.29231969988905,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.28827390004881,117.29231969988905,117.29231969988905,117.83589229988866,e,1,0.5414831000380218,None,117.83621839992702,117.84205299988389,118.82572810002603,118.82786999992095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他的,i,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,118.82786999992095,,,,,,,,,,,,,,,,118.82595789991319,118.82786999992095,119.32376040006056,,,,,,,,,,,,119.32794429990463,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.32378119998612,119.32794429990463,119.32794429990463,119.76120589999482,i,1,0.4303397999610752,None,119.76161319995299,119.76640060008503,120.7570855000522,120.76184020005167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,冒失,i,,,,,,,,,,,0,8,8,39,,,,,,,,,,,,,120.76184020005167,,,,,,,,,,,,,,,,120.75733459996991,120.76184020005167,121.25795149989426,,,,,,,,,,,,121.26150769996457,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.25797019992024,121.26150769996457,121.26150769996457,121.92713529989123,i,1,0.6612490001134574,None,121.92746699997224,121.9430448000785,122.92703190003522,122.92907120008022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,执拗,i,,,,,,,,,,,0,9,9,40,,,,,,,,,,,,,122.92907120008022,,,,,,,,,,,,,,,,122.9272388999816,122.92907120008022,123.42184269987047,,,,,,,,,,,,123.42555669997819,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.42187019996345,123.42555669997819,123.42555669997819,124.02160599990748,i,1,0.5848733000457287,None,124.02189769991674,124.02736579999328,125.02043749997392,125.02300089993514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,乐观,e,,,,,,,,,,,0,10,10,14,,,,,,,,,,,,,125.02300089993514,,,,,,,,,,,,,,,,125.0206949999556,125.02300089993514,125.50739559996873,,,,,,,,,,,,125.52310479991138,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.50740960007533,125.52310479991138,125.52310479991138,126.0723311000038,i,0,0.5467999000102282,None,126.07258739997633,126.0871363999322,127.07120030000806,127.08720539999194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他,i,,,,,,,,,,,0,11,11,75,,,,,,,,,,,,,127.08720539999194,,,,,,,,,,,,,,,,127.07142649986781,127.08720539999194,127.57362909987569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.57364129996859,127.59016610006802,127.59016610006802,128.07152600004338,i,1,0.4751789001747966,None,128.07178190001287,128.0870495000854,129.07002780004404,129.0732193000149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他人,i,,,,,,,,,,,0,12,12,8,,,,,,,,,,,,,129.0732193000149,,,,,,,,,,,,,,,,129.07034049998038,129.0732193000149,129.55946599994786,,,,,,,,,,,,129.563406100031,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.55948509997688,129.563406100031,129.563406100031,130.05847489996813,e,0,0.4865604001097381,None,130.05875369999558,130.06344589986838,131.05734539986588,131.06134960008785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,消极,i,,,,,,,,,,,0,13,13,35,,,,,,,,,,,,,131.06134960008785,,,,,,,,,,,,,,,,131.05775889987126,131.06134960008785,131.55545079987496,,,,,,,,,,,,131.5597288000863,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.55546629987657,131.5597288000863,131.5597288000863,132.0923786999192,i,1,0.5307354000397027,None,132.09273899998516,132.09805979998782,133.08790179993957,133.09112889994867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,愚蠢,i,,,,,,,,,,,0,14,14,32,,,,,,,,,,,,,133.09112889994867,,,,,,,,,,,,,,,,133.0881773000583,133.09112889994867,133.5743493998889,,,,,,,,,,,,133.59128729999065,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.5743644000031,133.5942901999224,133.5942901999224,134.00238289986737,i,1,0.4061050000600517,None,134.00281640002504,134.00664129992947,134.99031569994986,134.9932848000899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,朴实,e,,,,,,,,,,,0,15,15,24,,,,,,,,,,,,,134.9932848000899,,,,,,,,,,,,,,,,134.99065360007808,134.9932848000899,135.48761429986916,,,,,,,,,,,,135.4915316000115,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.4876312999986,135.4915316000115,135.4915316000115,135.92487969994545,i,0,0.4277346001472324,None,135.92516119987704,135.92925220006146,136.9234497998841,136.92643320001662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,优秀,e,,,,,,,,,,,0,16,16,10,,,,,,,,,,,,,136.92643320001662,,,,,,,,,,,,,,,,136.92370989988558,136.92643320001662,137.4218097999692,,,,,,,,,,,,137.4257620999124,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.42182979988866,137.4257620999124,137.4257620999124,137.80618129996583,e,1,0.37813460011966527,None,137.80646639992483,137.82190979993902,138.80594710004516,138.80849760002457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,机智,e,,,,,,,,,,,0,17,17,19,,,,,,,,,,,,,138.80849760002457,,,,,,,,,,,,,,,,138.80624539987184,138.80849760002457,139.2954541000072,,,,,,,,,,,,139.30063539999537,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.29546969989315,139.30063539999537,139.30063539999537,139.95875549991615,e,1,0.6551558999344707,None,139.95906600006856,139.9610719999764,140.95470439991914,140.95719229988754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他的,i,,,,,,,,,,,0,18,18,67,,,,,,,,,,,,,140.95719229988754,,,,,,,,,,,,,,,,140.95499720005319,140.95719229988754,141.4405129000079,,,,,,,,,,,,141.45666939998046,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.4405272998847,141.46101840003394,141.46101840003394,141.46204890008084,e,0,2.15465629985556,None,141.4623851000797,141.46719029988162,142.4574482999742,142.4598673998844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
