Words,ans,Words_ipn,ans_ipn,Words_t1,ans_t1,Words_t2,ans_t2,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_ipn_Reverse.thisRepN,Practice_ipn_Reverse.thisTrialN,Practice_ipn_Reverse.thisN,Practice_ipn_Reverse.thisIndex,Formal_t2.thisRepN,Formal_t2.thisTrialN,Formal_t2.thisN,Formal_t2.thisIndex,thisRow.t,notes,Instruction01.started,Instruction_01.started,Instruction1.started,Instruction01.stopped,Instruction1.keys,Instruction1.rt,Instruction1.duration,Instruction02.started,Instruction_02.started,Instruction2.started,Instruction02.stopped,Instruction2.keys,Instruction2.rt,Instruction2.duration,Fix.started,fix.started,Fix.stopped,Practice_iso.started,text.started,key_resp_iso.started,Practice_iso.stopped,key_resp_iso.keys,key_resp_iso.corr,key_resp_iso.rt,key_resp_iso.duration,Feedback_iso_Practice.started,fb.started,Feedback_iso_Practice.stopped,Instruction03.started,Instruction_03.started,key_resp_3.started,Instruction03.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Practic_ipn.started,text_2.started,key_resp_ipn.started,Practic_ipn.stopped,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,key_resp_ipn.duration,Feedback_ipn_Practice.started,fb_3.started,Feedback_ipn_Practice.stopped,Instruction04.started,Instruction_04.started,key_resp_4.started,Instruction04.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Practice_t1.started,text_3.started,key_resp_t1.started,Practice_t1.stopped,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,key_resp_t1.duration,Feedback_t1.started,fb_2.started,Feedback_t1.stopped,Instruction05.started,Instruction_05.started,key_resp_5.started,Instruction05.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Instruction06.started,Instruction_06.started,key_resp_6.started,Instruction06.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Practice_iso_reverse.started,text_4.started,key_resp_iso_reverse.started,Practice_iso_reverse.stopped,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,key_resp_iso_reverse.duration,Feedback_iso_reverse.started,fb_4.started,Feedback_iso_reverse.stopped,Instruction07.started,Instruction_07.started,key_resp_7.started,Instruction07.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Practice_ipn_reverse.started,text_5.started,key_resp_ipn_reverse.started,Practice_ipn_reverse.stopped,key_resp_ipn_reverse.keys,key_resp_ipn_reverse.corr,key_resp_ipn_reverse.rt,key_resp_ipn_reverse.duration,Feedback_ipn_reverse.started,fb_5.started,Feedback_ipn_reverse.stopped,Instruction08.started,Instruction_08.started,key_resp_8.started,Instruction08.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,Practice_t2.started,text_6.started,key_resp_t2.started,Practice_t2.stopped,key_resp_t2.keys,key_resp_t2.corr,key_resp_t2.rt,key_resp_t2.duration,Feedback_t2.started,fb_6.started,Feedback_t2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,诚恳,e,,,,,,,,,0,20,20,19,,,,,,,,,,,,,,,,,,,,,65.50719909998588,,,,,,,,,,,,,,,,65.46388469997328,65.50719909998588,65.97125069994945,,,,,,,,,,,,,,,,,,,65.97128879989032,66.02631669992115,66.02631669992115,66.71382069995161,e,1,0.6409343000268564,None,66.71413749991916,66.75916529993992,67.7406679999549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,杰出,e,,,,,,,,,0,21,21,3,,,,,,,,,,,,,,,,,,,,,67.78218069998547,,,,,,,,,,,,,,,,67.74100089992862,67.78218069998547,68.22417739999946,,,,,,,,,,,,,,,,,,,68.22419469989836,68.29931229993235,68.29931229993235,69.06732429994736,e,1,0.7208449000027031,None,69.06823069998063,69.11322139995173,70.09622789989226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,悲观,i,,,,,,,,,0,22,22,24,,,,,,,,,,,,,,,,,,,,,70.13850529992487,,,,,,,,,,,,,,,,70.09706179995555,70.13850529992487,70.58827659999952,,,,,,,,,,,,,,,,,,,70.58830179995857,70.63375299994368,70.63375299994368,71.37405849993229,e,0,0.7035070999991149,None,71.37445599993225,71.41875819989946,72.37954669992905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,乐观,e,,,,,,,,,0,23,23,4,,,,,,,,,,,,,,,,,,,,,72.42521379992831,,,,,,,,,,,,,,,,72.38022699998692,72.42521379992831,72.89374119997956,,,,,,,,,,,,,,,,,,,72.89380749990232,72.9507609999273,72.9507609999273,73.56968009995762,e,1,0.6121513000689447,None,73.57009909988847,73.60976819996722,74.57580259989481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,野蛮,i,,,,,,,,,0,24,24,36,,,,,,,,,,,,,,,,,,,,,74.59012209996581,,,,,,,,,,,,,,,,74.57616569998208,74.59012209996581,75.09711559989955,,,,,,,,,,,,,,,,,,,75.09716939995997,75.14879239990842,75.14879239990842,75.73575229989365,i,1,0.5594497000565752,None,75.73645209998358,75.78842219989747,76.78152919991408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,冒失,i,,,,,,,,,0,25,25,29,,,,,,,,,,,,,,,,,,,,,76.82947779993992,,,,,,,,,,,,,,,,76.78183149988763,76.82947779993992,77.27946409990545,,,,,,,,,,,,,,,,,,,77.27948399994057,77.33146829996258,77.33146829996258,77.98000319988932,i,1,0.6345649000722915,None,77.98031319992151,78.01531889999751,78.98451739992015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,傲慢,i,,,,,,,,,0,26,26,27,,,,,,,,,,,,,,,,,,,,,79.03087019990198,,,,,,,,,,,,,,,,78.98520239989739,79.03087019990198,79.50798519991804,,,,,,,,,,,,,,,,,,,79.50800339994021,79.54960199992638,79.54960199992638,80.08934299997054,e,0,0.49262809997890145,None,80.08997699990869,80.13519229996018,81.12231779994909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,诚实,e,,,,,,,,,0,27,27,5,,,,,,,,,,,,,,,,,,,,,81.15741999994498,,,,,,,,,,,,,,,,81.12259839999024,81.15741999994498,81.61946499999613,,,,,,,,,,,,,,,,,,,81.61949629988521,81.68345159990713,81.68345159990713,82.12209339998662,i,0,0.41724470001645386,None,82.1227932999609,82.17865219991654,83.14325819991063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,公正,e,,,,,,,,,0,28,28,13,,,,,,,,,,,,,,,,,,,,,83.19585989997722,,,,,,,,,,,,,,,,83.14368909993209,83.19585989997722,83.66488559998106,,,,,,,,,,,,,,,,,,,83.66495439992286,83.73364809993654,83.73364809993654,83.97438699996565,e,1,0.21586039999965578,None,83.97548059991095,84.01575229992159,85.00790499988943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,猖狂,i,,,,,,,,,0,29,29,35,,,,,,,,,,,,,,,,,,,,,85.05282999994233,,,,,,,,,,,,,,,,85.00829379993957,85.05282999994233,85.50958799989894,,,,,,,,,,,,,,,,,,,85.5096069999272,85.55721609992906,85.55721609992906,86.16970189998392,i,1,0.5763694999041036,None,86.17008429998532,86.20878129999619,87.20707399991807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,活泼,e,,,,,,,,,0,30,30,18,,,,,,,,,,,,,,,,,,,,,87.24711319990456,,,,,,,,,,,,,,,,87.2074443999445,87.24711319990456,87.70879039994907,,,,,,,,,,,,,,,,,,,87.70884629990906,87.78000309993513,87.78000309993513,88.39497669995762,e,1,0.5716650999384001,None,88.39529949997086,88.43895999994129,89.40324629994575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,朴实,e,,,,,,,,,0,31,31,14,,,,,,,,,,,,,,,,,,,,,89.45566549990326,,,,,,,,,,,,,,,,89.40370969998185,89.45566549990326,89.92537249997258,,,,,,,,,,,,,,,,,,,89.92542439990211,89.97440279996954,89.97440279996954,90.78358849999495,i,0,0.7976002000505105,None,90.78415379999205,90.83120479993522,91.79363609990105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,散漫,i,,,,,,,,,0,32,32,31,,,,,,,,,,,,,,,,,,,,,91.83337859995663,,,,,,,,,,,,,,,,91.7940325998934,91.83337859995663,92.33699229999911,,,,,,,,,,,,,,,,,,,92.33701059990562,92.38139339990448,92.38139339990448,93.00626759999432,e,0,0.5994801000924781,None,93.00660749990493,93.04956069996115,94.02257519995328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,愚蠢,i,,,,,,,,,0,33,33,22,,,,,,,,,,,,,,,,,,,,,94.07045559992548,,,,,,,,,,,,,,,,94.02287409990095,94.07045559992548,94.50705799995922,,,,,,,,,,,,,,,,,,,94.5070758999791,94.53983889997471,94.53983889997471,94.87280369992368,i,1,0.2884310999652371,None,94.87366889999248,94.92875179997645,95.91100159997586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,正直,e,,,,,,,,,0,34,34,6,,,,,,,,,,,,,,,,,,,,,95.96182719990611,,,,,,,,,,,,,,,,95.91170129994862,95.96182719990611,96.40038149990141,,,,,,,,,,,,,,,,,,,96.40041139989626,96.44214599998668,96.44214599998668,96.90618949988857,e,1,0.4135370999574661,None,96.90694649994839,96.95673739991616,97.92349609988742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,卑鄙,i,,,,,,,,,0,35,35,20,,,,,,,,,,,,,,,,,,,,,97.94040119997226,,,,,,,,,,,,,,,,97.92450259998441,97.94040119997226,98.42043959989678,,,,,,,,,,,,,,,,,,,98.42047349992208,98.49754159990698,98.49754159990698,99.04119849996641,i,1,0.5060893000336364,None,99.041826199973,99.08348959998693,100.0899303999031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,刻薄,i,,,,,,,,,0,36,36,23,,,,,,,,,,,,,,,,,,,,,100.10473229992203,,,,,,,,,,,,,,,,100.09057039988693,100.10473229992203,100.5866525999736,,,,,,,,,,,,,,,,,,,100.58670969994273,100.65848319989163,100.65848319989163,101.25851109996438,e,0,0.589791499893181,None,101.25887109991163,101.3082785999868,102.30351549992338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,热情,e,,,,,,,,,0,37,37,17,,,,,,,,,,,,,,,,,,,,,102.33756389992777,,,,,,,,,,,,,,,,102.3038530999329,102.33756389992777,102.77312879997771,,,,,,,,,,,,,,,,,,,102.7731525999261,102.82296379993204,102.82296379993204,103.47325949999504,i,0,0.6124803000129759,None,103.47407829994336,103.53024219989311,104.51649139996152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,勇敢,e,,,,,,,,,0,38,38,7,,,,,,,,,,,,,,,,,,,,,104.55785749992356,,,,,,,,,,,,,,,,104.5169246000005,104.55785749992356,105.02378369995859,,,,,,,,,,,,,,,,,,,105.02379819995258,105.06443219992798,105.06443219992798,105.11512419988867,i,0,0.041498999926261604,None,105.1157626999775,105.15741189999972,106.12720609991811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,勤奋,e,,,,,,,,,0,39,39,8,,,,,,,,,,,,,,,,,,,,,106.15908669994678,,,,,,,,,,,,,,,,106.1274795999052,106.15908669994678,106.61633669992443,,,,,,,,,,,,,,,,,,,106.61640539998189,106.66572329995688,106.66572329995688,107.16785289999098,e,1,0.49190159991849214,None,107.16866179998033,107.19773279991932,108.17059389990754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.17067599995062,108.20656899991445,108.20656899991445,110.51761699991766,space,2.2805683999322355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,俺,e,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,110.59778199996799,,,,,,,,,,,,,,,,110.5484588999534,110.59778199996799,111.02778799994849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.02783519995864,111.08352919993922,111.08352919993922,111.56482529989444,e,1,0.46659109997563064,None,111.56546519999392,111.61004929989576,112.57567169994581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,朴实,e,,,,,,,,,,,0,1,1,24,,,,,,,,,,,,,,,,,112.59358989994507,,,,,,,,,,,,,,,,112.57621159998234,112.59358989994507,113.10751069989055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.10756249993574,113.1393504999578,113.1393504999578,113.83433539990801,i,0,0.6696419999934733,None,113.83541749999858,113.87808699999005,114.88270809990354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,执拗,i,,,,,,,,,,,0,2,2,40,,,,,,,,,,,,,,,,,114.92902839998715,,,,,,,,,,,,,,,,114.8831218999112,114.92902839998715,115.34929269994609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.34934489999432,115.40455799992196,115.40455799992196,115.82131489994936,e,0,0.3816853000316769,None,115.82197889999952,115.86593309999444,116.82879569998477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,散漫,i,,,,,,,,,,,0,3,3,41,,,,,,,,,,,,,,,,,116.84108689997811,,,,,,,,,,,,,,,,116.8291290999623,116.84108689997811,117.3569488999201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.35696399991866,117.39930919988547,117.39930919988547,118.2167722999584,i,1,0.7691795999417081,None,118.2175028999336,118.26424329995643,119.2328704999527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,认真,e,,,,,,,,,,,0,4,4,20,,,,,,,,,,,,,,,,,119.27271659998223,,,,,,,,,,,,,,,,119.23328039993066,119.27271659998223,119.75332869996782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.75335919996724,119.79607079993002,119.79607079993002,120.3015591999283,e,1,0.4605925999348983,None,120.30259839992505,120.34759449993726,121.31608249992132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,固执,i,,,,,,,,,,,0,5,5,47,,,,,,,,,,,,,,,,,121.35593389999121,,,,,,,,,,,,,,,,121.31650359998457,121.35593389999121,121.83215369994286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.83219529991038,121.87522009992972,121.87522009992972,122.68862299993634,i,1,0.7679002999793738,None,122.68925489997491,122.72953129990492,123.71638369990978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,崇高,e,,,,,,,,,,,0,6,6,11,,,,,,,,,,,,,,,,,123.76271219993941,,,,,,,,,,,,,,,,123.7169173998991,123.76271219993941,124.20906509994529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.20908159995452,124.24903089995496,124.24903089995496,124.89974259992596,e,1,0.6151186999632046,None,124.90038519992959,124.94616299995687,125.90126549999695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,轻率,i,,,,,,,,,,,0,7,7,48,,,,,,,,,,,,,,,,,125.94257229997311,,,,,,,,,,,,,,,,125.90202169993427,125.94257229997311,126.41859139990993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.41863669990562,126.46293289994355,126.46293289994355,127.40587629994843,i,1,0.909402700024657,None,127.40702779998537,127.45383409992792,128.44233149988577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,消极,i,,,,,,,,,,,0,8,8,35,,,,,,,,,,,,,,,,,128.46437859989237,,,,,,,,,,,,,,,,128.44288779993076,128.46437859989237,128.90875139995478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.90876899997238,128.94842449994758,128.94842449994758,129.7528645999264,i,1,0.7906400000210851,None,129.75348639988806,129.80120719992556,130.78469889995176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,优秀,e,,,,,,,,,,,0,9,9,10,,,,,,,,,,,,,,,,,130.80024139990564,,,,,,,,,,,,,,,,130.7855372999329,130.80024139990564,131.26900849991944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.2690339999972,131.3131172999274,131.3131172999274,131.8556210999377,e,1,0.5370441999984905,None,131.8559682999039,131.89207449997775,132.89974679995794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,他,i,,,,,,,,,,,0,10,10,5,,,,,,,,,,,,,,,,,132.94434499996714,,,,,,,,,,,,,,,,132.90042799990624,132.94434499996714,133.38906699989457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.3891098999884,133.41104579996318,133.41104579996318,134.08965599990916,i,1,0.6368190998909995,None,134.0904506999068,134.1272795998957,135.13668879994657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,杰出,e,,,,,,,,,,,0,11,11,13,,,,,,,,,,,,,,,,,135.18878699990455,,,,,,,,,,,,,,,,135.1370182998944,135.18878699990455,135.60609989997465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.6061563999392,135.64560920000076,135.64560920000076,136.6588315999834,i,0,0.9707752999383956,None,136.6592193999095,136.70644529990386,137.67698109999765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,稳重,e,,,,,,,,,,,0,12,12,21,,,,,,,,,,,,,,,,,137.71517989994027,,,,,,,,,,,,,,,,137.67722019995563,137.71517989994027,138.20398179988842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.2040061999578,138.2474527999293,138.2474527999293,138.9741653999081,i,0,0.6716323000146076,None,138.9745386999566,139.03056069999002,139.98764099995606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,活泼,e,,,,,,,,,,,0,13,13,28,,,,,,,,,,,,,,,,,140.03855169995222,,,,,,,,,,,,,,,,139.98802679998334,140.03855169995222,140.4845930999145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.4846318999771,140.50136519991793,140.50136519991793,141.11927989998367,e,1,0.5787645999807864,None,141.11969269998372,141.17317059997004,142.13585889991373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,傲慢,i,,,,,,,,,,,0,14,14,37,,,,,,,,,,,,,,,,,142.1572928999085,,,,,,,,,,,,,,,,142.13642879994586,142.1572928999085,142.62940959993284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.62944159994368,142.68682049994823,142.68682049994823,143.29363639990333,i,1,0.580876599997282,None,143.29395119997207,143.34466309996787,144.296357999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,自卑,i,,,,,,,,,,,0,15,15,36,,,,,,,,,,,,,,,,,144.34280209999997,,,,,,,,,,,,,,,,144.29715369991027,144.34280209999997,144.81829979992472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.81832819990814,144.86356559989508,144.86356559989508,145.2002508000005,i,1,0.29007710004225373,None,145.20100699993782,145.24426189996302,146.20526419999078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,我,e,,,,,,,,,,,0,16,16,0,,,,,,,,,,,,,,,,,146.25496459996793,,,,,,,,,,,,,,,,146.2058340999065,146.25496459996793,146.73495879990514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.73500969994348,146.78022219997365,146.78022219997365,147.10149139992427,i,0,0.28382600005716085,None,147.10242759995162,147.1456131999148,148.12851059995592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,我们,e,,,,,,,,,,,0,17,17,2,,,,,,,,,,,,,,,,,148.17506009992212,,,,,,,,,,,,,,,,148.1296748999739,148.17506009992212,148.65405139990617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.65407689998392,148.7104678999167,148.7104678999167,149.24567219999153,e,1,0.4723439000081271,None,149.24641259992495,149.29257629998028,150.26651879993733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
