Words,ans,Words_ipn,ans_ipn,Words_t1,ans_t1,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,thisRow.t,notes,Instruction01.started,Instruction_01.started,Instruction1.started,Instruction01.stopped,Instruction1.keys,Instruction1.rt,Instruction1.duration,Instruction02.started,Instruction_02.started,Instruction2.started,Instruction02.stopped,Instruction2.keys,Instruction2.rt,Instruction2.duration,Fix.started,fix.started,Fix.stopped,Practice_iso.started,text.started,key_resp.started,Practice_iso.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Feedback_iso_Practice.started,fb.started,Feedback_iso_Practice.stopped,fix.stopped,fb.stopped,Instruction03.started,Instruction_03.started,key_resp_3.started,Instruction03.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Practic_ipn.started,text_2.started,key_resp_2.started,Practic_ipn.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,Feedback_ipn_Practice.started,fb_3.started,Feedback_ipn_Practice.stopped,fb_3.stopped,Instruction04.started,Instruction_04.started,key_resp_4.started,Instruction04.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Practice_t1.started,text_3.started,key_resp_t1.started,Practice_t1.stopped,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,key_resp_t1.duration,Feedback_t1.started,fb_2.started,fb_2.stopped,Feedback_t1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,乐观,e,,,,,,,0,36,36,4,,,,,99.8888975000009,,,,,,,,,,,,,,,,99.88454980007373,99.8888975000009,100.37887240003329,,,,,,,,,,,,100.39854190009646,,,,,,,,,100.3788984999992,100.39854190009646,100.39854190009646,100.66409830003977,i,0,0.2638450999511406,None,100.66452130000107,100.68014760001097,101.66346300009172,101.68066640000325,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,野蛮,i,,,,,,,0,37,37,36,,,,,101.68066640000325,,,,,,,,,,,,,,,,101.66369500011206,101.68066640000325,102.16731390007772,,,,,,,,,,,,,,,,,,,,,102.1673336001113,102.18354480003472,102.18354480003472,102.39672210009303,e,0,0.2109255000250414,None,102.39716980000958,102.40206780005246,103.38593600003514,103.38903970003594,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,朴实,e,,,,,,,0,38,38,14,,,,,103.38903970003594,,,,,,,,,,,,,,,,103.38627080002334,103.38903970003594,103.8784416000126,,,,,,,,,,,,103.8974608000135,,,,,,,,,103.87845920003019,103.8974608000135,103.8974608000135,104.04620580002666,i,0,0.1398366999346763,None,104.04647750000004,104.05038000002969,105.04574600001797,105.04813330003526,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,活泼,e,,,,,,,0,39,39,18,,,,,105.04813330003526,,,,,,,,,,,,,,,,105.04600339999888,105.04813330003526,105.54738450003788,,,,,,,,,,,,,,,,,,,,,105.5473997000372,105.57526990002953,105.57526990002953,105.57703800010495,i,0,1.6553232999285683,None,105.577529400005,105.58145840000361,106.5680598000763,106.5839660000056,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.56811590003781,106.5839660000056,106.5839660000056,107.55167650000658,space,0.9617414000676945,None,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,,,野蛮,i,,,,,,,,,0,0,0,46,107.57949870009907,,,,,,,,,,,,,,,,107.57648680009879,107.57949870009907,108.05993160000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.05994890001602,108.06484700005967,108.06484700005967,108.91648930008523,i,1,0.849256300018169,None,108.91692160000093,108.92328580003232,109.92314460000489,109.90784840006381,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,,,冒失,i,,,,,,,,,0,1,1,39,109.92314460000489,,,,,,,,,,,,,,,,109.90806610009167,109.92314460000489,110.41311560000759,,,,,,,,,,,,110.41912400000729,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.41313630004879,110.41912400000729,110.41912400000729,111.16838090005331,i,1,0.7471597000258043,None,111.1688968000235,111.18393460009247,,112.17043130006641,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,,,正直,e,,,,,,,,,0,2,2,16,112.17275880009402,,,,,,,,,,,,,,,,112.1707449000096,112.17275880009402,112.65775040001608,,,,,,,,,,,,112.66301120002754,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.65776660002302,112.66301120002754,112.66301120002754,113.45995220006444,i,0,0.7940179000142962,None,113.46044500009157,113.46626460005064,114.45691390009597,114.45169110002462,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,,,出门,e,,,,,,,,,0,3,3,12,114.45691390009597,,,,,,,,,,,,,,,,114.45214050007053,114.45691390009597,114.95131530007347,,,,,,,,,,,,114.95898020011373,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.9513331000926,114.95898020011373,114.95898020011373,115.45965770003386,e,1,0.49554589996114373,None,115.46005180000793,115.4715691000456,116.45894230005797,116.45664050010964,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,,,,,,,,,,,,,,,,,116.45894230005797,,,,,,,,,,,,,,,,116.45692270004656,116.45894230005797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
