﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_iso.rt,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_iso_reverse.rt,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,key_resp_t2_Practice.rt,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,key_resp_t2.rt,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5504,0,37,37,27,1,热情,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.6171,0,38,38,25,1,细腻,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.4668,0,39,39,20,1,认真,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5163,0,40,40,49,1,下贱,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5171,0,41,41,15,1,诚实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.689,0,42,42,38,1,鲁莽,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5044,0,43,43,10,1,优秀,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.6334,0,44,44,50,1,我,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.6001,0,45,45,54,1,俺,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.4533,0,46,46,51,1,我的,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5028,0,47,47,76,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.4835,0,48,48,0,1,我,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5168,0,49,49,12,1,聪明,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.7005,0,50,50,40,1,执拗,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,0,0.5338,0,51,51,75,1,他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.6181,0,52,52,11,1,崇高,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.9723,0,53,53,42,1,凶狠,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6168,0,54,54,5,1,他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6038,0,55,55,47,1,固执,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6556,0,56,56,65,1,他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5171,0,57,57,29,1,诚恳,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5674,0,58,58,59,1,其他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.7011,0,59,59,79,1,其他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6033,0,60,60,66,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.4793,0,61,61,2,1,我们,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5673,0,62,62,6,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,0,0.6667,0,63,63,37,1,傲慢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,1.3602,0,64,64,70,1,我,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5847,0,65,65,4,1,俺,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.7503,0,66,66,58,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5224,0,67,67,55,1,他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5499,0,68,68,13,1,杰出,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5345,0,69,69,24,1,朴实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6678,0,70,70,43,1,自私,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5175,0,71,71,36,1,自卑,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5003,0,72,72,41,1,散漫,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.6501,0,73,73,62,1,我们,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.4848,0,74,74,72,1,我们,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5341,0,75,75,74,1,俺,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5675,0,76,76,16,1,正直,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,0,0.5841,0,77,77,26,1,冷静,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.6174,0,78,78,61,1,我的,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.717,0,79,79,31,1,虚伪,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.9668,,,,,,散漫,i,space,10.5702,0,0,0,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5884,,,,,,卑鄙,i,,,0,1,1,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5524,,,,,,俺,e,,,0,2,2,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6224,,,,,,他人,i,,,0,3,3,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5669,,,,,,我,e,,,0,4,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6169,,,,,,其他,i,,,0,5,5,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6175,,,,,,凶狠,i,,,0,6,6,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5706,,,,,,诚实,e,,,0,7,7,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5669,,,,,,鲁莽,i,,,0,8,8,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6358,,,,,,他,i,,,0,9,9,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.55,,,,,,自私,i,,,0,10,10,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6005,,,,,,他的,i,,,0,11,11,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5835,,,,,,下贱,i,,,0,12,12,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.499,,,,,,刻薄,i,,,0,13,13,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6018,,,,,,他人,i,,,0,14,14,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.4857,,,,,,优秀,e,,,0,15,15,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5504,,,,,,我们,e,,,0,16,16,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5332,,,,,,他的,i,,,0,17,17,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5503,,,,,,他人,i,,,0,18,18,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.4542,,,,,,我,e,,,0,19,19,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.3677,,,,,,我的,e,,,0,20,20,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5723,,,,,,杰出,e,,,0,21,21,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5502,,,,,,活泼,e,,,0,22,22,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,0,0.3669,,,,,,他,i,,,0,23,23,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,0,1.0337,,,,,,冷静,e,,,0,24,24,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6209,,,,,,虚伪,i,,,0,25,25,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6404,,,,,,轻率,i,,,0,26,26,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6177,,,,,,其他,i,,,0,27,27,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.6839,,,,,,俺,e,,,0,28,28,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.7336,,,,,,冒失,i,,,0,29,29,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.517,,,,,,我的,e,,,0,30,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.4828,,,,,,自己,e,,,0,31,31,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.7687,,,,,,他们,i,,,0,32,32,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.9503,,,,,,热情,e,,,0,33,33,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5167,,,,,,正直,e,,,0,34,34,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.4007,,,,,,自己,e,,,0,35,35,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5835,,,,,,野蛮,i,,,0,36,36,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.7365,,,,,,消极,i,,,0,37,37,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5504,,,,,,愚蠢,i,,,0,38,38,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.4836,,,,,,我们,e,,,0,39,39,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5003,,,,,,诚恳,e,,,0,40,40,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6332,,,,,,他们,i,,,0,41,41,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.6059,,,,,,俺,e,,,0,42,42,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.7527,,,,,,其他,i,,,0,43,43,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.6336,,,,,,朴实,e,,,0,44,44,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6337,,,,,,他的,i,,,0,45,45,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6004,,,,,,他们,i,,,0,46,46,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.6673,,,,,,无私,e,,,0,47,47,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5671,,,,,,俺,e,,,0,48,48,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.4337,,,,,,自己,e,,,0,49,49,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.7345,,,,,,乐观,e,,,0,50,50,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
