"X.Instruction1.keys","Instruction1.rt","Instruction2.keys","Instruction2.rt","key_resp_iso.keys","key_resp_iso.corr","Practice_01.thisRepN","Practice_01.thisTrialN","Practice_01.thisN","Practice_01.thisIndex","Practice_01.ran","Words","ans","participant","session","date","expName","psychopyVersion","OS","frameRate","key_resp_iso.rt","key_resp_3.keys","key_resp_3.rt","key_resp_ipn.keys","key_resp_ipn.corr","key_resp_ipn.rt","Practice_02.thisRepN","Practice_02.thisTrialN","Practice_02.thisN","Practice_02.thisIndex","Practice_02.ran","Words_ipn","ans_ipn","key_resp_4.keys","key_resp_4.rt","key_resp_t1.keys","key_resp_t1.corr","key_resp_t1.rt","Practice_T1.thisRepN","Practice_T1.thisTrialN","Practice_T1.thisN","Practice_T1.thisIndex","Practice_T1.ran","Words_t1","ans_t1","key_resp_5.keys","key_resp_5.rt","Formal_T1.thisRepN","Formal_T1.thisTrialN","Formal_T1.thisN","Formal_T1.thisIndex","Formal_T1.ran","key_resp_6.keys","key_resp_6.rt","key_resp_iso_reverse.keys","key_resp_iso_reverse.corr","Practice_iso_Reverse.thisRepN","Practice_iso_Reverse.thisTrialN","Practice_iso_Reverse.thisN","Practice_iso_Reverse.thisIndex","Practice_iso_Reverse.ran","key_resp_iso_reverse.rt","key_resp_7.keys","key_resp_7.rt","key_resp_t2_Practice.keys","key_resp_t2_Practice.corr","key_resp_t2_Practice.rt","Practice_t2_Reverse.thisRepN","Practice_t2_Reverse.thisTrialN","Practice_t2_Reverse.thisN","Practice_t2_Reverse.thisIndex","Practice_t2_Reverse.ran","Words_t2","ans_t2","key_resp_8.keys","key_resp_8.rt","key_resp_t2.keys","key_resp_t2.corr","key_resp_t2.rt","Formal_t2_reverse.thisRepN","Formal_t2_reverse.thisTrialN","Formal_t2_reverse.thisN","Formal_t2_reverse.thisIndex","Formal_t2_reverse.ran","key_instruct.keys","key_instruct.rt","Subject"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.6206,NA,NA,NA,NA,NA,"我们","e","",NA,0,3,3,2,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.5344,NA,NA,NA,NA,NA,"俺","e","",NA,0,4,4,54,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,0.5267,NA,NA,NA,NA,NA,"他的","i","",NA,0,5,5,7,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.5896,NA,NA,NA,NA,NA,"朴实","e","",NA,0,6,6,24,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,0.6255,NA,NA,NA,NA,NA,"执拗","i","",NA,0,7,7,40,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,1.1886,NA,NA,NA,NA,NA,"野蛮","i","",NA,0,8,8,46,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.6841,NA,NA,NA,NA,NA,"认真","e","",NA,0,9,9,20,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,0.8634,NA,NA,NA,NA,NA,"消极","i","",NA,0,10,10,35,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,0.8427,NA,NA,NA,NA,NA,"卑鄙","i","",NA,0,11,11,30,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,0.8569,NA,NA,NA,NA,NA,"他们","i","",NA,0,12,12,76,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,0.8754,NA,NA,NA,NA,NA,"他人","i","",NA,0,13,13,58,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",0,0.82,NA,NA,NA,NA,NA,"冷静","e","",NA,0,14,14,26,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,1.1232,NA,NA,NA,NA,NA,"我们","e","",NA,0,15,15,62,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,1.1891,NA,NA,NA,NA,NA,"猖狂","i","",NA,0,16,16,45,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,1.1965,NA,NA,NA,NA,NA,"其他","i","",NA,0,17,17,79,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",0,NA,NA,NA,NA,NA,NA,"他","i","",NA,0,18,18,5,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.5941,NA,NA,NA,NA,NA,"勇敢","e","",NA,0,19,19,17,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,1.1266,NA,NA,NA,NA,NA,"聪明","e","",NA,0,20,20,12,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",0,0.9324,NA,NA,NA,NA,NA,"我们","e","",NA,0,21,21,72,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.7068,NA,NA,NA,NA,NA,"自己","e","",NA,0,22,22,53,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",0,NA,NA,NA,NA,NA,NA,"他的","i","",NA,0,23,23,67,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,0.9159,NA,NA,NA,NA,NA,"其他","i","",NA,0,24,24,59,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.609,NA,NA,NA,NA,NA,"崇高","e","",NA,0,25,25,11,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,0.7163,NA,NA,NA,NA,NA,"自卑","i","",NA,0,26,26,36,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,1.1137,NA,NA,NA,NA,NA,"其他","i","",NA,0,27,27,69,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,1.2991,NA,NA,NA,NA,NA,"俺","e","",NA,0,28,28,4,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,0.653,NA,NA,NA,NA,NA,"他的","i","",NA,0,29,29,57,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",0,NA,NA,NA,NA,NA,NA,"我","e","",NA,0,30,30,70,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.5636,NA,NA,NA,NA,NA,"活泼","e","",NA,0,31,31,28,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.7486,NA,NA,NA,NA,NA,"机智","e","",NA,0,32,32,19,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.8842,NA,NA,NA,NA,NA,"热情","e","",NA,0,33,33,27,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",0,0.8918,NA,NA,NA,NA,NA,"轻率","i","",NA,0,34,34,48,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",0,NA,NA,NA,NA,NA,NA,"他们","i","",NA,0,35,35,6,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,0.5792,NA,NA,NA,NA,NA,"凶狠","i","",NA,0,36,36,42,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,1.3835,NA,NA,NA,NA,NA,"我的","e","",NA,0,37,37,51,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.8092,NA,NA,NA,NA,NA,"我","e","",NA,0,38,38,60,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,0.6697,NA,NA,NA,NA,NA,"自私","i","",NA,0,39,39,43,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",0,0.4495,NA,NA,NA,NA,NA,"他","i","",NA,0,40,40,65,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.5163,NA,NA,NA,NA,NA,"我","e","",NA,0,41,41,0,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,0.5497,NA,NA,NA,NA,NA,"他人","i","",NA,0,42,42,68,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",0,0.4468,NA,NA,NA,NA,NA,"他们","i","",NA,0,43,43,66,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",0,0.8235,NA,NA,NA,NA,NA,"勤奋","e","",NA,0,44,44,18,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.4767,NA,NA,NA,NA,NA,"诚恳","e","",NA,0,45,45,29,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.4025,NA,NA,NA,NA,NA,"无私","e","",NA,0,46,46,22,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",0,0.7926,NA,NA,NA,NA,NA,"他们","i","",NA,0,47,47,56,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,0.6957,NA,NA,NA,NA,NA,"他人","i","",NA,0,48,48,78,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.5627,NA,NA,NA,NA,NA,"俺","e","",NA,0,49,49,64,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.5185,NA,NA,NA,NA,NA,"杰出","e","",NA,0,50,50,13,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"i",1,0.5627,NA,NA,NA,NA,NA,"他的","i","",NA,0,51,51,77,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","","用户61870",1,"2024-08-23_13h57.34.560","IAT(Formal)","2021.2.3","Win32",58.82352941,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"e",1,0.4794,NA,NA,NA,NA,NA,"优秀","e","",NA,0,52,52,10,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"5"
