﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_iso.rt,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_ipn.rt,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,key_resp_t2_Practice.rt,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,key_resp_t2.rt,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.6477,,,,,,他,i,,,0,51,51,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.6168,,,,,,他,i,,,0,52,52,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5244,,,,,,猖狂,i,,,0,53,53,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5963,,,,,,杰出,e,,,0,54,54,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5713,,,,,,傲慢,i,,,0,55,55,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.4755,,,,,,我的,e,,,0,56,56,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,1.1072,,,,,,自己,e,,,0,57,57,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.6999,,,,,,固执,i,,,0,58,58,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.7804,,,,,,俺,e,,,0,59,59,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5514,,,,,,我们,e,,,0,60,60,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5936,,,,,,他的,i,,,0,61,61,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.6473,,,,,,其他,i,,,0,62,62,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.6409,,,,,,他们,i,,,0,63,63,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.6309,,,,,,我们,e,,,0,64,64,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.6256,,,,,,我,e,,,0,65,65,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.7306,,,,,,朴实,e,,,0,66,66,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.7157,,,,,,他的,i,,,0,67,67,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5776,,,,,,他人,i,,,0,68,68,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.6343,,,,,,悲观,i,,,0,69,69,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.6067,,,,,,热情,e,,,0,70,70,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5311,,,,,,我们,e,,,0,71,71,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.6192,,,,,,聪明,e,,,0,72,72,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.8832,,,,,,其他,i,,,0,73,73,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.6308,,,,,,他的,i,,,0,74,74,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5373,,,,,,冒失,i,,,0,75,75,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.6319,,,,,,我的,e,,,0,76,76,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.4828,,,,,,我的,e,,,0,77,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5477,,,,,,认真,e,,,0,78,78,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,1.1873,,,,,,其他,i,,,0,79,79,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.4317,,,,,,他们,i,,,1,0,80,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.4922,,,,,,他人,i,,,1,1,81,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.6972,,,,,,正直,e,,,1,2,82,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5283,,,,,,活泼,e,,,1,3,83,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,1.122,,,,,,冷静,e,,,1,4,84,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5068,,,,,,我们,e,,,1,5,85,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5651,,,,,,刻薄,i,,,1,6,86,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.6175,,,,,,鲁莽,i,,,1,7,87,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5284,,,,,,愚蠢,i,,,1,8,88,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5063,,,,,,下贱,i,,,1,9,89,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.4923,,,,,,我的,e,,,1,10,90,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.8028,,,,,,固执,i,,,1,11,91,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.6826,,,,,,诚实,e,,,1,12,92,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.591,,,,,,其他,i,,,1,13,93,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.6519,,,,,,他的,i,,,1,14,94,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5326,,,,,,他们,i,,,1,15,95,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5601,,,,,,散漫,i,,,1,16,96,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.491,,,,,,自己,e,,,1,17,97,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5141,,,,,,野蛮,i,,,1,18,98,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5105,,,,,,暴躁,i,,,1,19,99,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.6104,,,,,,稳重,e,,,1,20,100,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.7122,,,,,,执拗,i,,,1,21,101,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.4991,,,,,,卑鄙,i,,,1,22,102,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.476,,,,,,自私,i,,,1,23,103,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5328,,,,,,我,e,,,1,24,104,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5032,,,,,,俺,e,,,1,25,105,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.6349,,,,,,他,i,,,1,26,106,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5091,,,,,,消极,i,,,1,27,107,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5617,,,,,,虚伪,i,,,1,28,108,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5432,,,,,,他人,i,,,1,29,109,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5655,,,,,,我们,e,,,1,30,110,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5948,,,,,,他,i,,,1,31,111,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.4963,,,,,,悲观,i,,,1,32,112,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.4904,,,,,,他人,i,,,1,33,113,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5831,,,,,,崇高,e,,,1,34,114,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.682,,,,,,他的,i,,,1,35,115,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5325,,,,,,傲慢,i,,,1,36,116,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5113,,,,,,猖狂,i,,,1,37,117,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.523,,,,,,他的,i,,,1,38,118,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5315,,,,,,细腻,e,,,1,39,119,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.6951,,,,,,冒失,i,,,1,40,120,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.6796,,,,,,我的,e,,,1,41,121,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.7681,,,,,,无私,e,,,1,42,122,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5197,,,,,,机智,e,,,1,43,123,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.4469,,,,,,乐观,e,,,1,44,124,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.6569,,,,,,他们,i,,,1,45,125,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5638,,,,,,他,i,,,1,46,126,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.608,,,,,,俺,e,,,1,47,127,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5712,,,,,,他,i,,,1,48,128,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5223,,,,,,我的,e,,,1,49,129,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.4663,,,,,,我,e,,,1,50,130,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5941,,,,,,他的,i,,,1,51,131,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5349,,,,,,自己,e,,,1,52,132,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.9302,,,,,,轻率,i,,,1,53,133,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5481,,,,,,勇敢,e,,,1,54,134,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.805,,,,,,其他,i,,,1,55,135,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.544,,,,,,我们,e,,,1,56,136,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.574,,,,,,杰出,e,,,1,57,137,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5032,,,,,,热情,e,,,1,58,138,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.497,,,,,,朴实,e,,,1,59,139,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.4424,,,,,,我,e,,,1,60,140,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.457,,,,,,我们,e,,,1,61,141,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.4597,,,,,,优秀,e,,,1,62,142,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.4311,,,,,,公正,e,,,1,63,143,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5064,,,,,,俺,e,,,1,64,144,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.4523,,,,,,我的,e,,,1,65,145,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
