Words,ans,Words_ipn,ans_ipn,Words_t1,ans_t1,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,thisRow.t,notes,Instruction01.started,Instruction_01.started,Instruction1.started,Instruction01.stopped,Instruction1.keys,Instruction1.rt,Instruction1.duration,Instruction02.started,Instruction_02.started,Instruction2.started,Instruction02.stopped,Instruction2.keys,Instruction2.rt,Instruction2.duration,Fix.started,fix.started,Fix.stopped,Practice_iso.started,text.started,key_resp.started,Practice_iso.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Feedback_iso_Practice.started,fb.started,Feedback_iso_Practice.stopped,Instruction03.started,Instruction_03.started,key_resp_3.started,Instruction03.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Practic_ipn.started,text_2.started,key_resp_2.started,Practic_ipn.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,Feedback_ipn_Practice.started,fb_3.started,Feedback_ipn_Practice.stopped,Instruction04.started,Instruction_04.started,key_resp_4.started,Instruction04.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Practice_t1.started,text_3.started,key_resp_9.started,Practice_t1.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.duration,Feedback_t1.started,fb_2.started,Feedback_t1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.29415259999223,104.32078930002172,104.32078930002172,106.03135770000517,space,1.7007627999410033,None,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,活泼,e,,,,,,,,,0,0,0,28,106.06865040003322,,,,,,,,,,,,,,,,106.04459599999245,106.06865040003322,106.56605330004822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.56606770004146,106.6047825999558,106.6047825999558,106.608678999939,e,1,0.1286565000191331,None,106.6091299999971,106.63114049995784,107.62848770001438,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,俺,e,,,,,,,,,0,1,1,4,107.6574346999405,,,,,,,,,,,,,,,,107.62870630004909,107.6574346999405,108.13857129996177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.13862119999249,108.1634585999418,108.1634585999418,109.01515560003463,e,1,0.8237673999974504,None,109.01543749996927,109.04757239995524,110.03052779997233,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,正直,e,,,,,,,,,0,2,2,16,110.05721400002949,,,,,,,,,,,,,,,,110.03071279998403,110.05721400002949,110.52205779997166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.52208200003952,110.55533400003333,110.55533400003333,111.52210539998487,e,1,0.9393506000051275,None,111.52239699999336,111.56191529997159,112.53473389998544,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,其他,i,,,,,,,,,0,3,3,9,112.56068070000038,,,,,,,,,,,,,,,,112.53495000000112,112.56068070000038,113.03588229999878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.03589519998059,113.05522550002206,113.05522550002206,113.49927320005372,i,1,0.41763399995397776,None,113.49952399998438,113.52253690001089,114.53404920001049,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,热情,e,,,,,,,,,0,4,4,27,114.55715939996298,,,,,,,,,,,,,,,,114.53428979997989,114.55715939996298,114.9995792999398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.99959519994445,115.02379000000656,115.02379000000656,115.93057219998445,e,1,0.8705122999381274,None,115.93081489996985,115.96141840005293,116.9601758000208,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,他,i,,,,,,,,,0,5,5,5,116.99339019996114,,,,,,,,,,,,,,,,116.96037169999909,116.99339019996114,117.4591307999799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.4591470999876,117.49306550004985,117.49306550004985,117.92284949996974,i,1,0.41522610001266,None,117.92309639998712,117.93213029997423,118.92397779994644,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,暴躁,i,,,,,,,,,0,6,6,44,118.95442349999212,,,,,,,,,,,,,,,,118.9241667999886,118.95442349999212,119.4290553999599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.4290698999539,119.4556128999684,119.4556128999684,120.9255074999528,None,0,,,120.92583269998431,120.95336909999605,121.92547450005077,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,虚伪,i,,,,,,,,,0,7,7,31,121.93319829995744,,,,,,,,,,,,,,,,121.92568260000553,121.93319829995744,122.42901439999696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.42902649997268,122.4554291999666,122.4554291999666,123.9337375999894,None,0,,,123.933921799995,123.97058580000885,124.92939159995876,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,凶狠,i,,,,,,,,,0,8,8,42,124.96854100003839,,,,,,,,,,,,,,,,124.92962289997377,124.96854100003839,125.42947980004828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.42949739994947,125.46345599996857,125.46345599996857,126.92505990003701,None,0,,,126.92544100002851,126.95620989997406,127.93490200000815,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,细腻,e,,,,,,,,,0,9,9,25,127.96210330002941,,,,,,,,,,,,,,,,127.93509699997958,127.96210330002941,128.4296677999664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.4296804999467,128.4554930999875,128.4554930999875,128.80400709994137,i,0,0.3129321000305936,None,128.8042355000507,128.8315471999813,129.8300567000406,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,稳重,e,,,,,,,,,0,10,10,21,129.85582850000355,,,,,,,,,,,,,,,,129.83024559996556,129.85582850000355,130.3276794999838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.32771510002203,130.3606108999811,130.3606108999811,130.36471390002407,i,0,0.9184406000422314,None,130.36512510001194,130.3923030999722,131.38658279995434,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,诚实,e,,,,,,,,,0,11,11,15,131.39962519996334,,,,,,,,,,,,,,,,131.38678089994937,131.39962519996334,131.8885472000111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.8885632000165,131.91685719997622,131.91685719997622,131.92196509998757,i,0,1.178105300059542,None,131.9222239999799,131.9323856999399,132.92647029994987,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,我的,e,,,,,,,,,0,12,12,1,132.9540377999656,,,,,,,,,,,,,,,,132.92678490001708,132.9540377999656,133.43047909997404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.43049349996727,133.45618269999977,133.45618269999977,133.4609256000258,i,0,1.3829603999620304,None,133.46114719996694,133.49441369995475,134.46862389997113,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,他人,i,,,,,,,,,0,13,13,8,134.49276930000633,,,,,,,,,,,,,,,,134.46881360001862,134.49276930000633,134.99029720004182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.99031549994834,135.02094169997144,135.02094169997144,135.02520439994987,i,1,0.23689360008575022,None,135.02544430003036,135.0514325000113,136.02897959994152,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,轻率,i,,,,,,,,,0,14,14,48,136.05987390002701,,,,,,,,,,,,,,,,136.0291732000187,136.05987390002701,136.5289180999389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.52893339993898,136.56414100003894,136.56414100003894,137.994386699982,e,0,1.4283657000632957,None,137.9946353000123,138.02790420001838,139.00274010002613,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,冒失,i,,,,,,,,,0,15,15,39,139.0293643999612,,,,,,,,,,,,,,,,139.00293209997471,139.0293643999612,139.50039329996798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.5004100999795,139.5316681000404,139.5316681000404,140.03136749996338,i,1,0.47574180003721267,None,140.03159030003008,140.0692819999531,141.06817939993925,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,,,,,,,,,,,,,,,141.0953227999853,,,,,,,,,,,,,,,,141.06844609999098,141.0953227999853,141.53935520001687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.53937000001315,141.57178370002657,141.57178370002657,143.06246699998155,None,0,,,143.06264999997802,143.09609989996534,,,,,,,,,
